fecha,producto,cantidad,precio_unitario
2023-10-9,Producto-4,45,50.12
2023-10-13,Producto-7,88,24.19
2023-10-29,Producto-7,73,24.41
2023-10-13,Producto-5,23,93.61
2023-10-24,Producto-8,100,181.29
2023-10-2,Producto-6,75,33.73
2023-10-11,Producto-3,68,101.76
2023-10-28,Producto-9,95,20.52
2023-10-2,Producto-1,9,57.87
2023-10-15,Producto-2,85,142.49
2023-10-2,Producto-7,77,133.69
2023-10-7,Producto-2,97,146.72
2023-10-25,Producto-6,22,174.55
2023-10-15,Producto-5,20,132.19
2023-10-31,Producto-2,18,162.45
2023-10-19,Producto-7,83,48.38
2023-10-3,Producto-6,9,87.93
2023-10-7,Producto-3,9,79.62
2023-10-12,Producto-5,46,37.07
2023-10-23,Producto-7,15,71.84
2023-10-6,Producto-10,42,78.87
2023-10-29,Producto-3,64,73.74
2023-10-19,Producto-8,17,192.61
2023-10-14,Producto-1,9,42.93
2023-10-4,Producto-10,100,144.07
2023-10-20,Producto-7,81,122.76
2023-10-6,Producto-9,35,139.08
2023-10-2,Producto-1,83,191.47
2023-10-9,Producto-4,64,15.22
2023-10-9,Producto-9,78,31.57
2023-10-25,Producto-2,97,185.56
2023-10-30,Producto-2,5,57.28
2023-10-27,Producto-9,93,45.37
2023-10-25,Producto-4,36,41.43
2023-10-5,Producto-1,90,104.93
2023-10-25,Producto-7,50,54.15
2023-10-6,Producto-1,70,175.88
2023-10-26,Producto-6,56,180.04
2023-10-29,Producto-10,93,14.34
2023-10-22,Producto-5,71,115.1
2023-10-12,Producto-6,43,100.1
2023-10-12,Producto-10,81,74.21
2023-10-17,Producto-8,43,35.25
2023-10-13,Producto-3,94,182.06
2023-10-21,Producto-2,75,22.24
2023-10-5,Producto-7,92,45.2
2023-10-9,Producto-5,33,118.49
2023-10-21,Producto-1,77,150.1
2023-10-29,Producto-3,93,186.35
2023-10-8,Producto-4,58,120.97
2023-10-8,Producto-5,62,106.51
2023-10-5,Producto-2,12,42.94
2023-10-28,Producto-9,5,34.67
2023-10-21,Producto-6,43,32.64
2023-10-1,Producto-2,26,69.2
2023-10-3,Producto-5,83,59.13
2023-10-31,Producto-7,27,87.94
2023-10-2,Producto-7,94,70.02
2023-10-1,Producto-1,61,144.64
2023-10-20,Producto-6,36,186.01
2023-10-25,Producto-8,67,144.23
2023-10-18,Producto-7,6,71.44
2023-10-31,Producto-2,3,150.71
2023-10-18,Producto-8,81,78.48
2023-10-1,Producto-6,18,137.52
2023-10-24,Producto-2,96,33.48
2023-10-5,Producto-6,37,127.02
2023-10-19,Producto-7,23,184.46
2023-10-30,Producto-4,6,98.39
2023-10-3,Producto-1,99,84.98
2023-10-2,Producto-8,40,113.89
2023-10-6,Producto-4,6,188.44
2023-10-9,Producto-8,95,190.82
2023-10-13,Producto-7,41,144.92
2023-10-24,Producto-4,73,63.64
2023-10-17,Producto-9,19,157.87
2023-10-27,Producto-7,34,121.42
2023-10-23,Producto-8,16,130.58
2023-10-17,Producto-4,44,48.86
2023-10-1,Producto-8,13,51.95
2023-10-1,Producto-8,12,114.49
2023-10-25,Producto-10,97,157.71
2023-10-7,Producto-2,89,21.7
2023-10-24,Producto-8,79,199.1
2023-10-14,Producto-3,99,113.67
2023-10-15,Producto-6,29,160.61
2023-10-3,Producto-5,63,100.86
2023-10-19,Producto-8,13,199.65
2023-10-23,Producto-5,5,167.72
2023-10-21,Producto-6,55,55.92
2023-10-5,Producto-7,86,196.16
2023-10-24,Producto-7,64,74.51
2023-10-7,Producto-5,1,21.4
2023-10-28,Producto-2,13,33.36
2023-10-24,Producto-8,48,123.63
2023-10-15,Producto-2,14,142.62
2023-10-11,Producto-6,47,86.89
2023-10-10,Producto-7,62,199.03
2023-10-13,Producto-1,19,108.81
2023-10-12,Producto-8,10,154.45
2023-10-12,Producto-5,84,102.67
2023-10-7,Producto-10,97,135.21
2023-10-26,Producto-4,67,56.16
2023-10-30,Producto-9,68,91.81
2023-10-10,Producto-2,73,145.5
2023-10-22,Producto-2,84,27.7
2023-10-7,Producto-9,42,125.02
2023-10-31,Producto-8,58,193.1
2023-10-8,Producto-7,67,138.91
2023-10-16,Producto-10,9,162.5
2023-10-3,Producto-7,89,93.99
2023-10-31,Producto-2,94,142.86
2023-10-12,Producto-9,32,89.96
2023-10-18,Producto-2,3,71.79
2023-10-21,Producto-2,90,174.3
2023-10-23,Producto-5,25,167.04
2023-10-19,Producto-9,71,161.04
2023-10-12,Producto-9,52,149.47
2023-10-16,Producto-9,38,124.1
2023-10-6,Producto-1,2,92.87
2023-10-1,Producto-1,52,10.72
2023-10-22,Producto-2,34,123.4
2023-10-27,Producto-3,13,25.86
2023-10-30,Producto-9,79,151.47
2023-10-18,Producto-9,75,91.34
2023-10-24,Producto-5,16,91.45
2023-10-30,Producto-3,48,145.28
2023-10-24,Producto-6,91,65.42
2023-10-16,Producto-4,39,164.47
2023-10-17,Producto-10,60,37.0
2023-10-1,Producto-3,21,113.25
2023-10-16,Producto-1,63,118.13
2023-10-4,Producto-7,28,162.71
2023-10-30,Producto-10,85,89.8
2023-10-25,Producto-8,31,40.87
2023-10-2,Producto-1,1,97.39
2023-10-4,Producto-4,31,131.66
2023-10-7,Producto-5,42,130.93
2023-10-28,Producto-6,88,103.22
2023-10-21,Producto-1,89,165.99
2023-10-26,Producto-4,42,105.89
2023-10-16,Producto-2,78,184.98
2023-10-2,Producto-1,73,71.53
2023-10-29,Producto-2,67,153.86
2023-10-8,Producto-4,84,85.5
2023-10-10,Producto-10,35,54.32
2023-10-8,Producto-3,13,170.43
2023-10-14,Producto-3,88,194.75
2023-10-7,Producto-6,52,44.67
2023-10-26,Producto-6,94,124.35
2023-10-19,Producto-3,3,34.89
2023-10-3,Producto-8,92,149.62
2023-10-14,Producto-5,46,197.73
2023-10-22,Producto-1,73,198.71
2023-10-2,Producto-3,96,196.38
2023-10-3,Producto-3,66,162.15
2023-10-7,Producto-1,60,98.66
2023-10-1,Producto-10,4,86.53
2023-10-29,Producto-7,79,23.35
2023-10-10,Producto-5,24,122.25
2023-10-21,Producto-10,78,76.58
2023-10-12,Producto-2,52,168.45
2023-10-16,Producto-4,63,145.73
2023-10-13,Producto-4,26,138.86
2023-10-23,Producto-3,13,131.51
2023-10-31,Producto-5,18,63.53
2023-10-22,Producto-3,99,58.84
2023-10-13,Producto-7,21,101.31
2023-10-16,Producto-4,74,96.49
2023-10-30,Producto-8,7,66.36
2023-10-11,Producto-7,71,74.26
2023-10-11,Producto-6,4,67.95
2023-10-1,Producto-8,25,80.45
2023-10-8,Producto-7,5,172.9
2023-10-11,Producto-4,5,85.47
2023-10-29,Producto-7,22,119.78
2023-10-16,Producto-10,19,144.64
2023-10-18,Producto-9,81,66.84
2023-10-13,Producto-5,31,174.26
2023-10-10,Producto-3,1,91.13
2023-10-26,Producto-4,89,143.99
2023-10-31,Producto-6,43,18.83
2023-10-6,Producto-6,93,81.89
2023-10-2,Producto-8,9,176.59
2023-10-28,Producto-2,68,38.83
2023-10-2,Producto-6,57,116.84
2023-10-23,Producto-3,95,63.84
2023-10-13,Producto-1,52,68.75
2023-10-22,Producto-10,52,161.26
2023-10-10,Producto-7,99,125.65
2023-10-28,Producto-8,10,81.45
2023-10-8,Producto-6,83,59.88
2023-10-11,Producto-9,24,177.01
2023-10-4,Producto-6,43,110.48
2023-10-5,Producto-8,71,182.43
2023-10-21,Producto-4,43,99.28
2023-10-10,Producto-6,42,99.31
2023-10-12,Producto-9,15,120.2
2023-10-3,Producto-9,51,154.13
2023-10-1,Producto-10,24,24.65
2023-10-24,Producto-1,90,93.1
2023-10-29,Producto-8,2,47.49
2023-10-29,Producto-8,1,159.58
2023-10-21,Producto-1,39,106.54
2023-10-27,Producto-9,54,27.39
2023-10-5,Producto-3,64,193.14
2023-10-2,Producto-8,18,88.29
2023-10-26,Producto-6,51,22.55
2023-10-8,Producto-6,8,62.54
2023-10-28,Producto-7,100,140.92
2023-10-26,Producto-8,90,11.12
2023-10-23,Producto-9,90,115.81
2023-10-23,Producto-3,10,58.19
2023-10-14,Producto-4,3,187.86
2023-10-23,Producto-2,98,95.99
2023-10-19,Producto-5,44,182.38
2023-10-30,Producto-9,91,110.95
2023-10-11,Producto-4,32,20.05
2023-10-29,Producto-1,32,172.36
2023-10-10,Producto-2,2,140.43
2023-10-6,Producto-7,73,61.33
2023-10-20,Producto-1,97,133.03
2023-10-26,Producto-10,61,122.37
2023-10-2,Producto-7,13,35.4
2023-10-31,Producto-2,5,19.45
2023-10-23,Producto-7,41,160.5
2023-10-31,Producto-4,82,189.51
2023-10-10,Producto-10,87,67.79
2023-10-18,Producto-9,87,58.74
2023-10-29,Producto-6,39,107.19
2023-10-21,Producto-6,47,90.92
2023-10-19,Producto-10,82,199.77
2023-10-18,Producto-9,96,79.6
2023-10-9,Producto-9,68,57.95
2023-10-25,Producto-8,97,158.98
2023-10-7,Producto-5,65,158.24
2023-10-17,Producto-6,63,193.8
2023-10-30,Producto-3,45,110.54
2023-10-28,Producto-5,47,144.71
2023-10-27,Producto-7,66,146.4
2023-10-1,Producto-8,29,195.97
2023-10-4,Producto-5,84,177.58
2023-10-18,Producto-7,10,101.67
2023-10-29,Producto-5,55,26.4
2023-10-19,Producto-9,81,138.71
2023-10-2,Producto-9,46,61.84
2023-10-30,Producto-6,15,136.47
2023-10-6,Producto-5,60,139.4
2023-10-27,Producto-9,12,182.98
2023-10-10,Producto-7,56,167.53
2023-10-24,Producto-4,41,37.05
2023-10-16,Producto-8,79,136.74
2023-10-8,Producto-10,50,36.81
2023-10-27,Producto-9,88,101.87
2023-10-24,Producto-4,23,57.35
2023-10-1,Producto-10,16,47.92
2023-10-8,Producto-1,89,188.76
2023-10-13,Producto-7,39,106.35
2023-10-9,Producto-7,15,142.33
2023-10-17,Producto-2,34,156.88
2023-10-21,Producto-4,61,70.74
2023-10-28,Producto-3,20,166.46
2023-10-9,Producto-8,27,120.37
2023-10-24,Producto-10,57,50.66
2023-10-19,Producto-2,1,30.87
2023-10-3,Producto-6,14,100.95
2023-10-10,Producto-1,30,50.89
2023-10-6,Producto-8,79,183.43
2023-10-5,Producto-1,11,48.53
2023-10-17,Producto-6,44,28.43
2023-10-13,Producto-7,92,157.5
2023-10-17,Producto-6,6,89.96
2023-10-20,Producto-7,35,79.28
2023-10-11,Producto-6,29,111.34
2023-10-3,Producto-10,47,149.8
2023-10-3,Producto-1,38,154.88
2023-10-15,Producto-2,78,107.7
2023-10-29,Producto-3,1,98.53
2023-10-23,Producto-7,96,65.9
2023-10-23,Producto-7,55,56.69
2023-10-5,Producto-2,60,27.51
2023-10-27,Producto-4,47,60.36
2023-10-27,Producto-10,66,136.77
2023-10-15,Producto-2,22,111.96
2023-10-2,Producto-2,56,25.39
2023-10-25,Producto-5,23,109.95
2023-10-31,Producto-8,87,64.86
2023-10-9,Producto-5,49,126.52
2023-10-27,Producto-7,60,126.95
2023-10-24,Producto-3,15,185.68
2023-10-28,Producto-10,28,75.14
2023-10-22,Producto-2,2,68.06
2023-10-31,Producto-10,4,147.61
2023-10-16,Producto-7,66,83.81
2023-10-16,Producto-2,28,60.87
2023-10-7,Producto-3,37,170.51
2023-10-27,Producto-8,89,124.98
2023-10-30,Producto-3,24,146.06
2023-10-16,Producto-9,49,166.23
2023-10-8,Producto-3,84,53.76
2023-10-26,Producto-5,32,19.86
2023-10-18,Producto-6,30,147.25
2023-10-3,Producto-1,33,35.18
2023-10-14,Producto-10,90,136.7
2023-10-30,Producto-1,15,50.57
2023-10-10,Producto-1,47,137.24
2023-10-9,Producto-9,12,167.38
2023-10-31,Producto-1,74,104.81
2023-10-17,Producto-5,46,58.14
2023-10-27,Producto-7,51,63.38
2023-10-7,Producto-10,60,143.04
2023-10-21,Producto-2,37,161.07
2023-10-2,Producto-2,4,196.68
2023-10-8,Producto-8,7,108.61
2023-10-5,Producto-2,91,119.43
2023-10-24,Producto-9,5,98.77
2023-10-16,Producto-10,6,44.45
2023-10-28,Producto-6,73,28.45
2023-10-28,Producto-5,90,88.49
2023-10-18,Producto-9,17,137.06
2023-10-23,Producto-4,66,41.72
2023-10-18,Producto-5,50,90.72
2023-10-22,Producto-9,98,193.61
2023-10-16,Producto-3,55,82.83
2023-10-13,Producto-3,65,45.1
2023-10-22,Producto-4,53,196.94
2023-10-10,Producto-4,55,85.9
2023-10-18,Producto-7,13,14.38
2023-10-12,Producto-4,56,72.19
2023-10-14,Producto-3,55,66.91
2023-10-19,Producto-2,54,141.79
2023-10-10,Producto-2,22,192.03
2023-10-13,Producto-3,33,32.32
2023-10-30,Producto-2,99,43.73
2023-10-25,Producto-1,25,17.52
2023-10-22,Producto-4,89,168.26
2023-10-10,Producto-5,51,150.83
2023-10-30,Producto-6,67,170.39
2023-10-21,Producto-4,15,23.64
2023-10-23,Producto-10,60,190.96
2023-10-30,Producto-4,81,104.84
2023-10-18,Producto-8,35,190.05
2023-10-22,Producto-9,40,54.32
2023-10-31,Producto-3,99,88.09
2023-10-9,Producto-5,67,117.97
2023-10-12,Producto-3,23,186.26
2023-10-8,Producto-2,44,178.51
2023-10-19,Producto-4,24,72.46
2023-10-9,Producto-5,82,167.35
2023-10-16,Producto-1,76,77.99
2023-10-14,Producto-3,35,181.95
2023-10-27,Producto-3,17,121.21
2023-10-15,Producto-1,96,153.95
2023-10-2,Producto-6,85,167.61
2023-10-20,Producto-8,36,161.55
2023-10-2,Producto-8,90,171.54
2023-10-21,Producto-10,83,119.11
2023-10-22,Producto-3,9,161.66
2023-10-22,Producto-4,71,68.11
2023-10-31,Producto-8,69,28.56
2023-10-4,Producto-10,35,194.96
2023-10-25,Producto-7,79,14.98
2023-10-16,Producto-8,4,147.32
2023-10-31,Producto-5,88,154.76
2023-10-19,Producto-1,27,50.79
2023-10-28,Producto-6,61,58.8
2023-10-7,Producto-1,49,106.72
2023-10-29,Producto-6,7,115.73
2023-10-30,Producto-10,69,193.31
2023-10-22,Producto-9,41,178.12
2023-10-18,Producto-2,57,160.99
2023-10-28,Producto-9,88,118.79
2023-10-20,Producto-2,25,77.16
2023-10-11,Producto-1,66,48.42
2023-10-28,Producto-3,72,178.25
2023-10-26,Producto-10,90,146.32
2023-10-22,Producto-3,12,99.38
2023-10-30,Producto-10,59,134.79
2023-10-25,Producto-7,14,185.87
2023-10-25,Producto-1,50,131.58
2023-10-19,Producto-1,13,143.15
2023-10-22,Producto-9,74,92.8
2023-10-30,Producto-3,28,35.52
2023-10-2,Producto-9,80,95.26
2023-10-5,Producto-4,77,48.21
2023-10-26,Producto-9,79,174.98
2023-10-4,Producto-8,13,174.75
2023-10-10,Producto-1,33,99.91
2023-10-27,Producto-3,26,167.66
2023-10-31,Producto-7,11,50.14
2023-10-16,Producto-9,42,99.81
2023-10-25,Producto-4,92,23.99
2023-10-3,Producto-4,77,132.52
2023-10-7,Producto-1,9,128.56
2023-10-29,Producto-2,48,80.74
2023-10-7,Producto-3,94,28.6
2023-10-30,Producto-6,39,155.05
2023-10-22,Producto-1,8,67.13
2023-10-9,Producto-9,91,86.99
2023-10-6,Producto-6,1,139.71
2023-10-21,Producto-1,24,116.07
2023-10-26,Producto-5,47,120.91
2023-10-9,Producto-4,26,117.48
2023-10-23,Producto-7,34,191.66
2023-10-31,Producto-2,25,34.66
2023-10-5,Producto-8,67,53.96
2023-10-16,Producto-7,81,81.84
2023-10-20,Producto-2,27,194.14
2023-10-19,Producto-6,87,192.81
2023-10-27,Producto-6,100,160.95
2023-10-30,Producto-8,88,159.19
2023-10-1,Producto-4,48,156.06
2023-10-22,Producto-7,93,191.46
2023-10-1,Producto-3,85,193.12
2023-10-10,Producto-9,28,120.34
2023-10-3,Producto-2,2,189.31
2023-10-31,Producto-8,19,14.99
2023-10-23,Producto-5,67,149.4
2023-10-8,Producto-4,37,25.84
2023-10-7,Producto-5,38,125.25
2023-10-30,Producto-6,71,188.42
2023-10-16,Producto-3,66,127.88
2023-10-7,Producto-2,28,64.32
2023-10-18,Producto-4,85,16.28
2023-10-4,Producto-6,81,191.56
2023-10-22,Producto-4,78,128.45
2023-10-14,Producto-8,97,50.38
2023-10-22,Producto-2,87,34.52
2023-10-26,Producto-6,71,61.34
2023-10-8,Producto-5,36,171.36
2023-10-26,Producto-4,56,188.36
2023-10-11,Producto-6,67,115.12
2023-10-14,Producto-10,32,96.66
2023-10-21,Producto-5,61,14.56
2023-10-11,Producto-7,87,170.56
2023-10-15,Producto-6,22,95.13
2023-10-7,Producto-9,43,104.89
2023-10-5,Producto-3,89,68.04
2023-10-21,Producto-8,82,107.73
2023-10-4,Producto-5,99,48.23
2023-10-15,Producto-6,91,31.3
2023-10-4,Producto-2,61,79.78
2023-10-15,Producto-8,16,36.17
2023-10-27,Producto-9,12,189.03
2023-10-3,Producto-8,21,80.62
2023-10-25,Producto-7,67,64.77
2023-10-16,Producto-3,80,110.86
2023-10-29,Producto-5,59,29.33
2023-10-16,Producto-2,9,55.48
2023-10-11,Producto-3,48,36.54
2023-10-24,Producto-2,52,19.91
2023-10-26,Producto-7,94,96.27
2023-10-16,Producto-3,35,52.66
2023-10-18,Producto-5,74,13.83
2023-10-24,Producto-1,47,101.96
2023-10-12,Producto-3,42,136.16
2023-10-2,Producto-4,23,136.0
2023-10-1,Producto-7,3,165.27
2023-10-15,Producto-4,17,140.63
2023-10-16,Producto-4,87,57.67
2023-10-20,Producto-3,17,95.88
2023-10-26,Producto-7,17,58.52
2023-10-31,Producto-6,44,132.61
2023-10-20,Producto-8,62,94.83
2023-10-9,Producto-3,79,41.79
2023-10-7,Producto-10,76,170.86
2023-10-18,Producto-9,66,18.71
2023-10-28,Producto-1,53,154.33
2023-10-19,Producto-4,34,170.32
2023-10-30,Producto-10,63,16.47
2023-10-4,Producto-1,45,88.02
2023-10-15,Producto-1,14,15.36
2023-10-18,Producto-6,36,39.18
2023-10-15,Producto-6,94,61.33
2023-10-2,Producto-10,61,45.78
2023-10-30,Producto-2,2,163.79
2023-10-8,Producto-1,20,145.05
2023-10-8,Producto-2,95,183.77
2023-10-31,Producto-3,22,66.11
2023-10-27,Producto-4,51,196.38
2023-10-15,Producto-7,19,96.19
2023-10-27,Producto-5,60,179.35
2023-10-9,Producto-1,56,32.1
2023-10-13,Producto-2,44,26.17
2023-10-31,Producto-2,46,147.29
2023-10-21,Producto-8,82,130.39
2023-10-21,Producto-6,5,192.48
2023-10-25,Producto-4,2,54.32
2023-10-25,Producto-4,92,198.45
2023-10-5,Producto-1,78,107.29
2023-10-26,Producto-10,34,145.23
2023-10-7,Producto-1,55,91.29
2023-10-25,Producto-2,96,83.71
2023-10-31,Producto-5,26,70.83
2023-10-20,Producto-1,60,139.37
2023-10-5,Producto-2,80,163.87
2023-10-19,Producto-4,13,47.5
2023-10-11,Producto-2,27,83.38
2023-10-23,Producto-1,14,81.72
2023-10-5,Producto-9,14,15.79
2023-10-28,Producto-6,77,99.44
2023-10-16,Producto-1,13,120.16
2023-10-12,Producto-9,2,45.33
2023-10-12,Producto-5,64,65.7
2023-10-24,Producto-10,50,105.66
2023-10-14,Producto-8,31,141.41
2023-10-5,Producto-4,99,138.63
2023-10-30,Producto-1,29,107.83
2023-10-23,Producto-10,29,77.49
2023-10-30,Producto-1,82,17.43
2023-10-25,Producto-4,4,198.27
2023-10-31,Producto-8,95,105.24
2023-10-15,Producto-3,52,129.3
2023-10-19,Producto-1,68,31.88
2023-10-1,Producto-8,70,118.94
2023-10-31,Producto-1,50,166.48
2023-10-8,Producto-7,19,52.75
2023-10-13,Producto-5,34,27.44
2023-10-12,Producto-1,82,11.22
2023-10-25,Producto-1,48,84.18
2023-10-6,Producto-6,31,162.12
2023-10-11,Producto-4,50,94.27
2023-10-25,Producto-2,45,99.51
2023-10-7,Producto-10,79,169.58
2023-10-23,Producto-3,86,19.87
2023-10-31,Producto-9,96,166.14
2023-10-16,Producto-5,15,74.15
2023-10-24,Producto-5,42,61.62
2023-10-22,Producto-3,41,118.37
2023-10-18,Producto-7,82,135.94
2023-10-4,Producto-10,12,166.16
2023-10-19,Producto-6,39,187.55
2023-10-29,Producto-5,75,35.38
2023-10-26,Producto-1,92,93.69
2023-10-12,Producto-1,33,139.76
2023-10-19,Producto-8,31,100.86
2023-10-15,Producto-5,18,150.93
2023-10-16,Producto-3,29,153.12
2023-10-23,Producto-10,13,157.62
2023-10-13,Producto-7,26,41.16
2023-10-18,Producto-10,96,92.97
2023-10-16,Producto-9,95,180.66
2023-10-17,Producto-8,53,28.02
2023-10-30,Producto-6,85,186.74
2023-10-17,Producto-8,69,86.34
2023-10-8,Producto-5,47,103.06
2023-10-4,Producto-2,70,159.55
2023-10-16,Producto-2,73,172.6
2023-10-8,Producto-2,28,26.05
2023-10-22,Producto-8,10,137.68
2023-10-3,Producto-10,40,69.94
2023-10-5,Producto-3,82,37.44
2023-10-2,Producto-4,46,151.54
2023-10-10,Producto-7,38,176.27
2023-10-9,Producto-3,63,185.33
2023-10-23,Producto-5,9,127.74
2023-10-19,Producto-3,55,136.79
2023-10-23,Producto-5,93,65.59
2023-10-10,Producto-3,93,130.25
2023-10-26,Producto-8,29,28.68
2023-10-29,Producto-1,69,168.48
2023-10-12,Producto-4,57,28.58
2023-10-18,Producto-7,54,47.71
2023-10-12,Producto-9,17,150.86
2023-10-16,Producto-8,42,60.7
2023-10-16,Producto-10,75,130.99
2023-10-22,Producto-4,100,85.7
2023-10-27,Producto-9,76,71.45
2023-10-25,Producto-9,25,83.57
2023-10-26,Producto-2,83,67.94
2023-10-28,Producto-8,67,122.39
2023-10-4,Producto-7,70,187.74
2023-10-12,Producto-4,76,113.28
2023-10-22,Producto-2,31,66.88
2023-10-23,Producto-10,67,171.03
2023-10-30,Producto-1,78,178.7
2023-10-18,Producto-4,86,22.78
2023-10-8,Producto-7,48,192.77
2023-10-11,Producto-8,46,114.11
2023-10-7,Producto-2,94,188.5
2023-10-21,Producto-1,52,159.64
2023-10-17,Producto-7,75,90.28
2023-10-18,Producto-10,26,75.07
2023-10-9,Producto-1,60,126.77
2023-10-3,Producto-3,27,117.43
2023-10-22,Producto-9,22,26.16
2023-10-3,Producto-3,54,33.44
2023-10-2,Producto-1,37,16.72
2023-10-31,Producto-1,36,44.32
2023-10-18,Producto-7,69,106.63
2023-10-2,Producto-2,83,73.57
2023-10-20,Producto-3,90,115.73
2023-10-11,Producto-6,4,48.83
2023-10-26,Producto-6,60,141.02
2023-10-6,Producto-2,83,163.37
2023-10-31,Producto-4,35,140.39
2023-10-18,Producto-8,26,198.28
2023-10-2,Producto-7,50,128.51
2023-10-9,Producto-7,11,49.69
2023-10-8,Producto-2,1,143.06
2023-10-5,Producto-1,82,69.98
2023-10-28,Producto-8,46,43.55
2023-10-4,Producto-6,61,115.46
2023-10-19,Producto-7,73,29.71
2023-10-4,Producto-6,94,89.76
2023-10-2,Producto-5,15,17.74
2023-10-25,Producto-9,45,111.97
2023-10-13,Producto-2,70,22.18
2023-10-9,Producto-1,44,26.64
2023-10-28,Producto-6,53,52.85
2023-10-30,Producto-9,41,98.63
2023-10-7,Producto-8,53,23.1
2023-10-19,Producto-9,70,111.68
2023-10-29,Producto-4,47,110.44
2023-10-30,Producto-10,3,36.56
2023-10-25,Producto-2,17,150.71
2023-10-11,Producto-8,5,133.47
2023-10-21,Producto-10,41,121.94
2023-10-31,Producto-10,35,75.95
2023-10-11,Producto-5,84,70.86
2023-10-28,Producto-8,53,169.0
2023-10-17,Producto-8,36,24.95
2023-10-24,Producto-6,91,53.9
2023-10-19,Producto-7,36,184.47
2023-10-26,Producto-1,41,183.36
2023-10-9,Producto-10,68,77.2
2023-10-24,Producto-3,90,101.63
2023-10-31,Producto-10,81,23.74
2023-10-31,Producto-3,65,129.81
2023-10-18,Producto-7,70,26.28
2023-10-4,Producto-10,26,157.71
2023-10-13,Producto-4,35,92.51
2023-10-24,Producto-2,56,167.8
2023-10-21,Producto-2,100,193.67
2023-10-30,Producto-5,46,136.64
2023-10-29,Producto-6,15,54.02
2023-10-12,Producto-2,17,62.34
2023-10-26,Producto-6,15,96.27
2023-10-19,Producto-10,31,119.45
2023-10-15,Producto-10,30,10.47
2023-10-31,Producto-10,25,20.21
2023-10-22,Producto-10,62,136.93
2023-10-3,Producto-9,44,21.52
2023-10-30,Producto-10,76,43.59
2023-10-14,Producto-9,66,17.2
2023-10-5,Producto-7,78,54.16
2023-10-21,Producto-2,9,115.44
2023-10-12,Producto-9,92,46.98
2023-10-19,Producto-9,73,158.3
2023-10-2,Producto-8,92,119.97
2023-10-26,Producto-9,21,199.29
2023-10-8,Producto-8,25,68.42
2023-10-2,Producto-2,59,43.39
2023-10-31,Producto-2,31,26.1
2023-10-24,Producto-9,53,184.55
2023-10-20,Producto-4,31,124.13
2023-10-7,Producto-3,68,91.16
2023-10-6,Producto-8,42,81.84
2023-10-27,Producto-7,90,74.3
2023-10-3,Producto-5,93,185.4
2023-10-4,Producto-3,94,72.49
2023-10-9,Producto-9,3,116.47
2023-10-8,Producto-5,95,86.41
2023-10-29,Producto-3,90,116.07
2023-10-18,Producto-10,51,51.61
2023-10-7,Producto-1,12,46.26
2023-10-2,Producto-1,30,129.75
2023-10-26,Producto-8,66,62.28
2023-10-10,Producto-9,77,40.68
2023-10-2,Producto-7,66,198.14
2023-10-10,Producto-9,9,120.81
2023-10-22,Producto-6,78,187.35
2023-10-11,Producto-2,44,125.45
2023-10-5,Producto-10,85,166.83
2023-10-5,Producto-3,49,37.48
2023-10-23,Producto-10,4,94.26
2023-10-27,Producto-7,66,173.09
2023-10-11,Producto-1,11,51.23
2023-10-8,Producto-8,17,121.66
2023-10-30,Producto-1,50,159.31
2023-10-31,Producto-9,88,41.68
2023-10-17,Producto-5,24,139.1
2023-10-21,Producto-3,52,181.69
2023-10-28,Producto-9,24,43.18
2023-10-18,Producto-7,18,185.18
2023-10-18,Producto-4,75,120.91
2023-10-1,Producto-1,51,121.6
2023-10-6,Producto-9,66,183.56
2023-10-11,Producto-2,38,40.39
2023-10-9,Producto-10,69,34.67
2023-10-30,Producto-9,4,33.69
2023-10-5,Producto-4,50,17.7
2023-10-19,Producto-8,12,16.97
2023-10-13,Producto-10,34,99.77
2023-10-19,Producto-1,58,154.77
2023-10-11,Producto-5,3,142.04
2023-10-13,Producto-9,66,12.11
2023-10-22,Producto-9,63,86.1
2023-10-24,Producto-2,100,35.87
2023-10-13,Producto-3,10,122.05
2023-10-23,Producto-5,38,188.76
2023-10-1,Producto-1,47,19.36
2023-10-28,Producto-4,92,108.88
2023-10-2,Producto-7,1,183.35
2023-10-5,Producto-7,31,62.12
2023-10-4,Producto-5,34,74.86
2023-10-4,Producto-8,33,161.35
2023-10-24,Producto-10,72,122.73
2023-10-29,Producto-4,33,132.19
2023-10-18,Producto-7,35,195.99
2023-10-17,Producto-6,66,158.05
2023-10-13,Producto-6,66,80.04
2023-10-13,Producto-7,6,142.52
2023-10-30,Producto-9,74,194.79
2023-10-14,Producto-5,29,182.03
2023-10-21,Producto-2,18,190.4
2023-10-15,Producto-2,46,46.82
2023-10-21,Producto-7,92,27.92
2023-10-12,Producto-10,51,53.4
2023-10-19,Producto-3,62,172.65
2023-10-12,Producto-8,67,26.37
2023-10-17,Producto-1,66,65.79
2023-10-14,Producto-5,62,116.85
2023-10-19,Producto-4,51,23.5
2023-10-21,Producto-10,25,156.22
2023-10-24,Producto-4,73,115.04
2023-10-30,Producto-2,66,16.69
2023-10-9,Producto-9,13,90.6
2023-10-31,Producto-1,80,30.48
2023-10-31,Producto-8,85,45.62
2023-10-23,Producto-8,49,56.18
2023-10-10,Producto-6,50,113.63
2023-10-27,Producto-8,37,111.27
2023-10-16,Producto-9,39,62.63
2023-10-9,Producto-3,87,33.57
